6,shuffle_r,0,153456000,-1,call
6,scan_r,0,153556000,-1,call
6,insert,2,154519000,-1,call
6,join,2,154557000,-1,call
6,shuffle_s,1,154493000,-1,call
6,scan_s,1,154537000,-1,call
6,gather_s,2,154852000,-1,call
6,gather_s,2,154954000,-1,return
6,join,2,155048000,-1,return
6,insert,2,155207000,-1,return
6,scan_s,1,478021000,10000,return
6,scan_r,0,478570000,10000,return
6,shuffle_r,0,831370000,10000,return
6,shuffle_r,0,831408000,-1,call
6,insert,2,832046000,-1,call
6,join,2,832088000,-1,call
6,gather_s,2,832125000,-1,call
6,gather_s,2,832157000,-1,return
6,join,2,832196000,-1,return
6,insert,2,832224000,-1,return
6,scan_r,0,831694000,-1,call
6,insert,2,836041000,-1,call
6,join,2,836076000,-1,call
6,gather_s,2,836111000,-1,call
6,gather_s,2,836358000,4290,return
6,scan_r,0,847857000,10000,return
6,shuffle_s,1,865762000,10000,return
6,shuffle_s,1,866037000,-1,call
6,scan_s,1,866075000,-1,call
6,scan_s,1,953671000,10000,return
6,gather_s,2,968156000,-1,call
6,gather_s,2,968219000,4285,return
6,gather_s,2,1165425000,-1,call
6,gather_s,2,1165460000,-1,return
6,join,2,1165505000,-1,return
6,insert,2,1165529000,-1,return
6,insert,2,1165559000,-1,call
6,join,2,1165580000,-1,call
6,gather_s,2,1165601000,-1,call
6,gather_s,2,1165624000,-1,return
6,join,2,1165650000,-1,return
6,insert,2,1165671000,-1,return
6,insert,2,1172046000,-1,call
6,join,2,1172083000,-1,call
6,gather_s,2,1172110000,-1,call
6,gather_s,2,1172167000,4742,return
6,shuffle_s,1,1176991000,10000,return
6,shuffle_s,1,1177026000,-1,call
6,scan_s,1,1177054000,-1,call
6,shuffle_r,0,1205204000,10000,return
6,shuffle_r,0,1205246000,-1,call
6,scan_r,0,1205271000,-1,call
6,scan_r,0,1221956000,10000,return
6,scan_s,1,1245583000,10000,return
6,shuffle_s,1,1269971000,10000,return
6,shuffle_s,1,1270004000,-1,call
6,scan_s,1,1270027000,-1,call
6,scan_s,1,1287772000,10000,return
6,shuffle_s,1,1369515000,10000,return
6,shuffle_s,1,1372401000,-1,call
6,shuffle_r,0,1374298000,10000,return
6,shuffle_r,0,1374334000,-1,call
6,scan_r,0,1374361000,-1,call
6,scan_s,1,1393971000,-1,call
6,scan_r,0,1404756000,10000,return
6,shuffle_r,0,1425140000,10000,return
6,shuffle_r,0,1425174000,-1,call
6,scan_r,0,1425200000,-1,call
6,scan_r,0,1443365000,10000,return
6,shuffle_r,0,1449182000,10000,return
6,shuffle_r,0,1449408000,-1,call
6,scan_r,0,1449439000,-1,call
6,scan_s,1,1459513000,10000,return
6,shuffle_s,1,1482535000,10000,return
6,shuffle_s,1,1482583000,-1,call
6,scan_s,1,1482611000,-1,call
6,scan_s,1,1611870000,10000,return
6,scan_r,0,1611712000,10000,return
6,shuffle_s,1,1617399000,10000,return
6,shuffle_s,1,1617434000,-1,call
6,scan_s,1,1617459000,-1,call
6,shuffle_r,0,1629144000,10000,return
6,shuffle_r,0,1629189000,-1,call
6,scan_r,0,1629216000,-1,call
6,scan_s,1,1631620000,10000,return
6,gather_s,2,1722127000,-1,call
6,gather_s,2,1722205000,4750,return
6,shuffle_s,1,1722804000,10000,return
6,shuffle_s,1,1722839000,-1,call
6,scan_s,1,1722866000,-1,call
6,scan_r,0,1728259000,10000,return
6,shuffle_r,0,1733196000,10000,return
6,shuffle_r,0,1733232000,-1,call
6,scan_r,0,1733257000,-1,call
6,scan_s,1,1777499000,10000,return
6,scan_r,0,1779837000,10000,return
6,shuffle_s,1,1783258000,10000,return
6,shuffle_s,1,1783289000,-1,call
6,scan_s,1,1783310000,-1,call
6,shuffle_r,0,1785501000,10000,return
6,shuffle_r,0,1785533000,-1,call
6,scan_r,0,1785558000,-1,call
6,scan_s,1,1938009000,10000,return
6,gather_s,2,1939933000,-1,call
6,gather_s,2,1939995000,4738,return
6,scan_r,0,1940539000,10000,return
6,shuffle_s,1,1942938000,10000,return
6,shuffle_s,1,1942973000,-1,call
6,scan_s,1,1943002000,-1,call
6,shuffle_r,0,1945622000,10000,return
6,shuffle_r,0,1945662000,-1,call
6,scan_r,0,1945688000,-1,call
6,scan_s,1,1949026000,4610,return
6,scan_r,0,1966847000,4610,return
6,shuffle_s,1,1969251000,4610,return
6,shuffle_s,1,1969285000,-1,call
6,scan_s,1,1969310000,-1,call
6,scan_s,1,1969336000,-1,return
6,shuffle_r,0,1971073000,4610,return
6,shuffle_r,0,1971114000,-1,call
6,scan_r,0,1971143000,-1,call
6,scan_r,0,1971218000,-1,return
6,shuffle_s,1,1972562000,-1,return
6,shuffle_r,0,1971919000,-1,return
6,gather_s,2,1987761000,-1,call
6,gather_s,2,1987839000,4746,return
6,gather_s,2,1997641000,-1,call
6,gather_s,2,1997719000,5432,return
6,gather_s,2,2011319000,-1,call
6,gather_s,2,2011392000,5436,return
6,gather_s,2,2018984000,-1,call
6,gather_s,2,2019066000,5810,return
6,gather_s,2,2022412000,-1,call
6,gather_s,2,2022489000,5334,return
6,gather_s,2,2026015000,-1,call
6,gather_s,2,2026083000,5812,return
6,gather_s,2,2029857000,-1,call
6,gather_s,2,2029933000,4859,return
6,gather_s,2,2035479000,-1,call
6,gather_s,2,2035550000,5304,return
6,gather_s,2,2045542000,-1,call
6,gather_s,2,2045615000,4337,return
6,gather_s,2,2049002000,-1,call
6,gather_s,2,2049079000,4848,return
6,gather_s,2,2051440000,-1,call
6,gather_s,2,2051515000,4368,return
6,gather_s,2,2054270000,-1,call
6,gather_s,2,2054354000,4717,return
6,gather_s,2,2058004000,-1,call
6,gather_s,2,2058081000,2404,return
6,gather_s,2,2060704000,-1,call
6,gather_s,2,2060841000,4724,return
6,gather_s,2,2063556000,-1,call
6,gather_s,2,2063626000,2420,return
6,gather_s,2,2065112000,-1,call
6,gather_s,2,2065195000,-1,return
6,gather_s,2,2065225000,-1,eos
6,gather_r,2,2065256000,-1,call
6,gather_r,2,2065334000,4968,return
6,gather_r,2,2071692000,-1,call
6,gather_r,2,2071766000,5019,return
6,gather_r,2,2101123000,-1,call
6,gather_r,2,2101201000,4946,return
6,gather_r,2,2135270000,-1,call
6,gather_r,2,2135345000,4891,return
6,gather_r,2,2150622000,-1,call
6,gather_r,2,2150697000,4962,return
6,gather_r,2,2154119000,-1,call
6,gather_r,2,2154236000,4993,return
6,gather_r,2,2165749000,-1,call
6,gather_r,2,2165827000,4990,return
6,gather_r,2,2169354000,-1,call
6,gather_r,2,2169428000,4899,return
6,gather_r,2,2174980000,-1,call
6,gather_r,2,2175053000,5006,return
6,gather_r,2,2178058000,-1,call
6,gather_r,2,2178133000,4977,return
6,gather_r,2,2180393000,-1,call
6,gather_r,2,2180469000,4994,return
6,gather_r,2,2182493000,-1,call
6,gather_r,2,2182568000,5077,return
6,gather_r,2,2184948000,-1,call
6,gather_r,2,2185028000,4954,return
6,gather_r,2,2187786000,-1,call
6,gather_r,2,2187863000,4939,return
6,gather_r,2,2189889000,-1,call
6,gather_r,2,2189964000,5105,return
6,gather_r,2,2192098000,-1,call
6,gather_r,2,2192175000,5020,return
6,gather_r,2,2194295000,-1,call
6,gather_r,2,2194370000,5069,return
6,gather_r,2,2196696000,-1,call
6,gather_r,2,2196792000,2354,return
6,gather_r,2,2200911000,-1,call
6,gather_r,2,2201022000,5007,return
6,gather_r,2,2203060000,-1,call
6,gather_r,2,2203137000,2340,return
6,gather_r,2,2204274000,-1,call
6,gather_r,2,2204349000,-1,return
6,gather_r,2,2204376000,-1,eos
6,join,2,2204598000,1,return
6,insert,2,2227905000,1,return
6,insert,2,2227940000,-1,call
6,join,2,2227963000,-1,call
6,join,2,2227994000,-1,return
6,join,2,2228015000,-1,eos
6,insert,2,2241934000,-1,return
