6,1,712843000,5710,0
6,0,721184000,4981,0
6,1,722243000,4290,1
6,0,722667000,5019,1
6,0,903785000,5054,0
6,0,929929000,4946,1
6,0,1109684000,5038,0
6,0,1118853000,4962,1
6,1,1140772000,5250,0
6,1,1142900000,4750,1
6,1,1288461000,5254,0
6,1,1289797000,4746,1
6,0,1309692000,5007,0
6,0,1310747000,4993,1
6,0,1408413000,5101,0
6,0,1412443000,4899,1
6,1,1421094000,4564,0
6,1,1422398000,5436,1
6,0,1601740000,4923,0
6,0,1650295000,5077,1
6,1,1669944000,4188,0
6,1,1671184000,5812,1
6,0,1678990000,5046,0
6,0,1685032000,4954,1
6,1,1703300000,4696,0
6,1,1744432000,5304,1
6,0,1743588000,4895,0
6,0,1758954000,5105,1
6,1,1805409000,5152,0
6,1,1807192000,4848,1
6,0,1805471000,4931,0
6,0,1810207000,5069,1
6,0,1821860000,2257,0
6,0,1822896000,2354,1
6,1,1859742000,5632,0
6,1,1860773000,4368,1
6,1,1875151000,5283,0
6,1,1876245000,4717,1
6,1,1890978000,2207,0
6,1,1892260000,2404,1
